C2	1.756	1.768	2.208
C2'	6.144	5.525	3.432
C3	2.875	2.883	3.327
C3'	-1.307	-1.24	-4.704
C4	2.374	2.372	4.203
C4'	-1.911	-2.073	-0.796
C5	1.934	1.829	1.165
C5'	1.152	0.979	0.913
C6	-2.583	-2.795	-2.599002
C6'	5.233	5.103	3.772001
